CODGEO,LIBGEO,NBMENFISC16,NBPERSMENFISC16,MED16,PIMP16,TP6016,TP60AGE116,TP60AGE216,TP60AGE316,TP60AGE416,TP60AGE516,TP60AGE616,TP60TOL116,TP60TOL216,PACT16,PTSA16,PCHO16,PBEN16,PPEN16,PPAT16,PPSOC16,PPFAM16,PPMINI16,PPLOGT16,PIMPOT16,D116,D916,RD16
21535,Ruffey-lès-Echirey,504,1303,25073.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
21536,Sacquenay,125,288.5,22075.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
21537,Saffres,62,121,20514.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
21538,Saint-Andeux,54,114,20908.5714285714,,,,,,,,,,,,,,,,,,,,,,,,
21539,Saint-Anthot,,,,,,,,,,,,,,,,,,,,,,,,,,,
21540,Saint-Apollinaire,3364,7456.5,23581.9047619048,65,6,,,,,,,,15,74.2,68.9,2.3,3,32.1,7.1,3.2,1.5,0.8,0.8,-16.6,14344.6666666667,37291.3333333333,2.59966538086165
21541,Saint-Aubin,109,240,27613.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
21542,Saint-Bernard,161,468,22882.380952381,,,,,,,,,,,,,,,,,,,,,,,,
21543,Saint-Broing-les-Moines,85,193,20536.7857142857,,,,,,,,,,,,,,,,,,,,,,,,
21544,Sainte-Colombe-en-Auxois,,,,,,,,,,,,,,,,,,,,,,,,,,,
21545,Sainte-Colombe-sur-Seine,401,888,19394,,,,,,,,,,,,,,,,,,,,,,,,
21546,Saint-Didier,99,224.5,18981.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
21547,Saint-Euphrône,86,205.5,21246.8,,,,,,,,,,,,,,,,,,,,,,,,
21548,Saint-Germain-de-Modéon,79,156,19855,,,,,,,,,,,,,,,,,,,,,,,,
21549,Saint-Germain-le-Rocheux,,,,,,,,,,,,,,,,,,,,,,,,,,,
21550,Saint-Germain-lès-Senailly,54,128,21258.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
21552,Saint-Hélier,,,,,,,,,,,,,,,,,,,,,,,,,,,
21553,Saint-Jean-de-Boeuf,51,113.5,25035,,,,,,,,,,,,,,,,,,,,,,,,
21554,Saint-Jean-de-Losne,475,884.5,16611.5384615385,,,,,,,,,,,,,,,,,,,,,,,,
21555,Saint-Julien,542,1456.5,25110,,,,,,,,,,,,,,,,,,,,,,,,
21556,Saint-Léger-Triey,93,254,22336.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
21557,Saint-Marc-sur-Seine,53,105,20376,,,,,,,,,,,,,,,,,,,,,,,,
21558,Sainte-Marie-la-Blanche,364,927,23507.1428571429,,,,,,,,,,,,,,,,,,,,,,,,
21559,Sainte-Marie-sur-Ouche,273,681,23732.1739130435,,,,,,,,,,,,,,,,,,,,,,,,
21560,Saint-Martin-de-la-Mer,136,289.5,19570.3846153846,,,,,,,,,,,,,,,,,,,,,,,,
21561,Saint-Martin-du-Mont,189,468.5,22555.2,,,,,,,,,,,,,,,,,,,,,,,,
21562,Saint-Maurice-sur-Vingeanne,84,223.5,17274.1935483871,,,,,,,,,,,,,,,,,,,,,,,,
21563,Saint-Mesmin,54,128,20501.0714285714,,,,,,,,,,,,,,,,,,,,,,,,
21564,Saint-Nicolas-lès-Cîteaux,147,401,21561.7857142857,,,,,,,,,,,,,,,,,,,,,,,,
21565,Saint-Philibert,183,510.5,24701.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
21566,Saint-Pierre-en-Vaux,63,119,17446,,,,,,,,,,,,,,,,,,,,,,,,
21567,Saint-Prix-lès-Arnay,102,220.5,18467.5862068966,,,,,,,,,,,,,,,,,,,,,,,,
21568,Saint-Rémy,336,741.5,20332,,,,,,,,,,,,,,,,,,,,,,,,
21569,Saint-Romain,91,216.5,23046,,,,,,,,,,,,,,,,,,,,,,,,
21570,Sainte-Sabine,77,166,22258.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
21571,Saint-Sauveur,104,270.5,19785,,,,,,,,,,,,,,,,,,,,,,,,
21572,Saint-Seine-en-Bâche,144,412.5,20626.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
21573,Saint-Seine-l'Abbaye,146,320.5,20533,,,,,,,,,,,,,,,,,,,,,,,,
21574,Saint-Seine-sur-Vingeanne,178,412,20363.5714285714,,,,,,,,,,,,,,,,,,,,,,,,
21575,Saint-Symphorien-sur-Saône,153,357.5,18604.5161290323,,,,,,,,,,,,,,,,,,,,,,,,
21576,Saint-Thibault,69,159,18492.8571428571,,,,,,,,,,,,,,,,,,,,,,,,
21577,Saint-Usage,524,1317,19413.8095238095,,,,,,,,,,,,,,,,,,,,,,,,
21578,Saint-Victor-sur-Ouche,108,294,23588.5714285714,,,,,,,,,,,,,,,,,,,,,,,,
21579,Salives,79,191.5,19791.4285714286,,,,,,,,,,,,,,,,,,,,,,,,
21580,Salmaise,65,128.5,20898.8888888889,,,,,,,,,,,,,,,,,,,,,,,,
21581,Samerey,62,143,21045.2380952381,,,,,,,,,,,,,,,,,,,,,,,,
21582,Santenay,336,750,22414,,,,,,,,,,,,,,,,,,,,,,,,
21583,Santosse,,,,,,,,,,,,,,,,,,,,,,,,,,,
21584,Saulieu,1187,2349.5,17835.3333333333,41,19,,,,,,,,30,57.7,46.9,2.7,8.1,39.2,10.4,6.5,1.8,2.7,2,-13.8,10198.6666666667,32763.1034482759,3.21248889870662
21585,Saulon-la-Chapelle,419,1012.5,22562.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
21586,Saulon-la-Rue,257,710.5,24673.9130434783,,,,,,,,,,,,,,,,,,,,,,,,
21587,Saulx-le-Duc,104,255.5,22562.6923076923,,,,,,,,,,,,,,,,,,,,,,,,
21588,Saussey,,,,,,,,,,,,,,,,,,,,,,,,,,,
21589,Saussy,,,,,,,,,,,,,,,,,,,,,,,,,,,
21590,Savigny-lès-Beaune,590,1369.5,23513.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
21591,Savigny-le-Sec,327,872,27452.4,,,,,,,,,,,,,,,,,,,,,,,,
21592,Savigny-sous-Mâlain,84,227.5,23811,,,,,,,,,,,,,,,,,,,,,,,,
21593,Savilly,,,,,,,,,,,,,,,,,,,,,,,,,,,
21594,Savoisy,92,209,19344.2857142857,,,,,,,,,,,,,,,,,,,,,,,,
21595,Savolles,61,164.5,23319.5,,,,,,,,,,,,,,,,,,,,,,,,
21596,Savouges,125,380.5,24473.8095238095,,,,,,,,,,,,,,,,,,,,,,,,
21597,Segrois,,,,,,,,,,,,,,,,,,,,,,,,,,,
21598,Seigny,74,162.5,21942.7777777778,,,,,,,,,,,,,,,,,,,,,,,,
21599,Selongey,971,2359,21468,55,10,,,,,,,,,69.4,63.9,2.8,2.7,32.9,7.1,4.9,2.5,1.5,1,-14.3,12756,31932.4,2.50332392599561
21600,Semarey,49,124,24082.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
21601,Semezanges,43,107,24669,,,,,,,,,,,,,,,,,,,,,,,,
21602,Semond,,,,,,,,,,,,,,,,,,,,,,,,,,,
21603,Semur-en-Auxois,1992,3813.5,19890,47,15,,,,,,,,25,65.6,57.9,2.5,5.1,33.9,9,7,1.6,3.3,2.1,-15.5,10632,36863.5,3.46722159518435
21604,Senailly,61,146,20361.4285714286,,,,,,,,,,,,,,,,,,,,,,,,
21605,Sennecey-lès-Dijon,778,2107,23067.4285714286,65,,,,,,,,,,79,74.8,2.1,2.1,27,6.8,3.4,1.9,0.8,0.7,-16.2,14249.2,35626.1111111111,2.5002183358442
21606,Ladoix-Serrigny,709,1865.5,23013.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
21607,Seurre,1162,2306,18558.7142857143,40,19,,,,,,,,33,55.8,47.6,3.2,5,41.3,8.9,7.4,2.1,2.9,2.4,-13.4,10621.9047619048,30305.3333333333,2.85309782121402
21608,Sincey-lès-Rouvray,,,,,,,,,,,,,,,,,,,,,,,,,,,
21609,Soirans,174,487.5,20993.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
21610,Soissons-sur-Nacey,125,350,21255.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
21611,Sombernon,382,893,21396.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
21612,Souhey,,,,,,,,,,,,,,,,,,,,,,,,,,,
21613,Soussey-sur-Brionne,67,160,22486.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
21614,Spoy,137,393,23659.1304347826,,,,,,,,,,,,,,,,,,,,,,,,
21615,Sussey,113,242.5,19271,,,,,,,,,,,,,,,,,,,,,,,,
21616,Tailly,84,208.5,26757.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
21617,Talant,5092,10910,21895,57,15,,27,21,13,,,5,31,63.9,53.1,2.6,8.2,37.7,12.7,5.6,1.8,2.1,1.7,-19.9,10869.1282051282,43734.2222222222,4.02371021822963
21618,Talmay,237,554.5,19782,,,,,,,,,,,,,,,,,,,,,,,,
21619,Tanay,94,235.5,21976,,,,,,,,,,,,,,,,,,,,,,,,
21620,Tarsul,73,159,23142,,,,,,,,,,,,,,,,,,,,,,,,
21622,Tart-le-Bas,92,241.5,23208,,,,,,,,,,,,,,,,,,,,,,,,
21623,Tart,562,1630.5,22848.5,,,,,,,,,,,,,,,,,,,,,,,,
21624,Tellecey,52,141,23358.8888888889,,,,,,,,,,,,,,,,,,,,,,,,
21625,Ternant,,,,,,,,,,,,,,,,,,,,,,,,,,,
21626,Terrefondrée,,,,,,,,,,,,,,,,,,,,,,,,,,,
21627,Thenissey,47,104,19997.5434782609,,,,,,,,,,,,,,,,,,,,,,,,
21628,Thoires,,,,,,,,,,,,,,,,,,,,,,,,,,,
21629,Thoisy-la-Berchère,128,299,18972.5,,,,,,,,,,,,,,,,,,,,,,,,
21630,Thoisy-le-Désert,86,215,21307.2,,,,,,,,,,,,,,,,,,,,,,,,
21631,Thomirey,,,,,,,,,,,,,,,,,,,,,,,,,,,
21632,Thorey-en-Plaine,399,1089.5,23446.1904761905,,,,,,,,,,,,,,,,,,,,,,,,
21633,Thorey-sous-Charny,94,183,23016.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
21634,Thorey-sur-Ouche,69,133,20023,,,,,,,,,,,,,,,,,,,,,,,,
21635,Thoste,53,108,19732.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
21636,Thury,129,287.5,19489.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
21637,Tichey,83,207,19170,,,,,,,,,,,,,,,,,,,,,,,,
21638,Til-Châtel,436,1137.5,22343.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
21639,Tillenay,290,756,21065.1515151515,,,,,,,,,,,,,,,,,,,,,,,,
21640,Torcy-et-Pouligny,81,195,19297.1428571429,,,,,,,,,,,,,,,,,,,,,,,,
21641,Touillon,192,489,21465.7142857143,,,,,,,,,,,,,,,,,,,,,,,,
21642,Toutry,195,404.5,17466.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
21643,Tréclun,154,439.5,21315.5555555556,,,,,,,,,,,,,,,,,,,,,,,,
21644,Trochères,63,171,22059.6153846154,,,,,,,,,,,,,,,,,,,,,,,,
21645,Trouhans,244,621,19536.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
21646,Trouhaut,60,136.5,20693.2142857143,,,,,,,,,,,,,,,,,,,,,,,,
21647,Trugny,55,118,19292,,,,,,,,,,,,,,,,,,,,,,,,
21648,Turcey,82,193.5,21145,,,,,,,,,,,,,,,,,,,,,,,,
21649,Uncey-le-Franc,,,,,,,,,,,,,,,,,,,,,,,,,,,
21650,Urcy,60,149.5,23362,,,,,,,,,,,,,,,,,,,,,,,,
21651,Val-Suzon,93,203.5,22327.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
21652,Vandenesse-en-Auxois,123,298.5,22208.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
21653,Vannaire,,,,,,,,,,,,,,,,,,,,,,,,,,,
21655,Vanvey,118,235,17811.3793103448,,,,,,,,,,,,,,,,,,,,,,,,
21656,Varanges,272,726,22926,,,,,,,,,,,,,,,,,,,,,,,,
21657,Varois-et-Chaignot,773,2000.5,27858.6666666667,78,,,,,,,,,,72.7,65.5,1.6,5.5,34.7,10.5,1.7,1.2,0.2,0.3,-19.6,17738.3870967742,44020,2.48162359744676
21659,Vaux-Saules,69,173.5,21272.5,,,,,,,,,,,,,,,,,,,,,,,,
21660,Veilly,,,,,,,,,,,,,,,,,,,,,,,,,,,
21661,Velars-sur-Ouche,691,1695.5,24326,,,,,,,,,,,,,,,,,,,,,,,,
21662,Velogny,,,,,,,,,,,,,,,,,,,,,,,,,,,
21663,Venarey-les-Laumes,1432,2871.5,18508,44,17,,,,,,,,27,61.5,55.8,3.2,2.4,37.1,7.2,6.8,2.1,2.7,2,-12.6,10972.6666666667,29484.5,2.68708609271523
21664,Verdonnet,,,,,,,,,,,,,,,,,,,,,,,,,,,
21665,Vernois-lès-Vesvres,59,167.5,19744.7826086957,,,,,,,,,,,,,,,,,,,,,,,,
21666,Vernot,,,,,,,,,,,,,,,,,,,,,,,,,,,
21667,Véronnes,149,392.5,23174.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
21669,Verrey-sous-Drée,,,,,,,,,,,,,,,,,,,,,,,,,,,
21670,Verrey-sous-Salmaise,132,285.5,18724.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
21671,Vertault,,,,,,,,,,,,,,,,,,,,,,,,,,,
21672,Vesvres,,,,,,,,,,,,,,,,,,,,,,,,,,,
21673,Veuvey-sur-Ouche,83,198.5,19917.6190476191,,,,,,,,,,,,,,,,,,,,,,,,
21674,Veuxhaulles-sur-Aube,110,220,19359.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
21675,Vianges,,,,,,,,,,,,,,,,,,,,,,,,,,,
21676,Vic-de-Chassenay,93,213,19781.6,,,,,,,,,,,,,,,,,,,,,,,,
21677,Vic-des-Prés,46,118,19324.5,,,,,,,,,,,,,,,,,,,,,,,,
21678,Vic-sous-Thil,102,206.5,20138.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
21679,Vieilmoulin,52,132.5,20567,,,,,,,,,,,,,,,,,,,,,,,,
21680,Vielverge,204,489.5,19875,,,,,,,,,,,,,,,,,,,,,,,,
21681,Vieux-Château,,,,,,,,,,,,,,,,,,,,,,,,,,,
21682,Viévigne,97,252.5,21226.9565217391,,,,,,,,,,,,,,,,,,,,,,,,
21683,Viévy,163,345,18438,,,,,,,,,,,,,,,,,,,,,,,,
21684,Vignoles,334,906.5,23492,,,,,,,,,,,,,,,,,,,,,,,,
21685,Villaines-en-Duesmois,125,274.5,19832.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
21686,Villaines-les-Prévôtes,67,142,26840.5,,,,,,,,,,,,,,,,,,,,,,,,
21687,Villargoix,71,141,21778,,,,,,,,,,,,,,,,,,,,,,,,
21688,Villars-Fontaine,48,120.5,28071.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
21689,Villars-et-Villenotte,69,180,25258.25,,,,,,,,,,,,,,,,,,,,,,,,
21690,Villeberny,,,,,,,,,,,,,,,,,,,,,,,,,,,
21691,Villebichot,146,409,23617.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
21692,Villecomte,103,260,24541,,,,,,,,,,,,,,,,,,,,,,,,
21693,Villedieu,,,,,,,,,,,,,,,,,,,,,,,,,,,
21694,Villeferry,,,,,,,,,,,,,,,,,,,,,,,,,,,
21695,La Villeneuve-les-Convers,,,,,,,,,,,,,,,,,,,,,,,,,,,
21696,Villeneuve-sous-Charigny,,,,,,,,,,,,,,,,,,,,,,,,,,,
21698,Villers-la-Faye,168,403,22704,,,,,,,,,,,,,,,,,,,,,,,,
21699,Villers-les-Pots,434,1141,21104.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
21700,Villers-Patras,,,,,,,,,,,,,,,,,,,,,,,,,,,
21701,Villers-Rotin,54,132,21493.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
21702,Villey-sur-Tille,115,287.5,22950.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
21703,Villiers-en-Morvan,,,,,,,,,,,,,,,,,,,,,,,,,,,
21704,Villiers-le-Duc,,,,,,,,,,,,,,,,,,,,,,,,,,,
21705,Villotte-Saint-Seine,,,,,,,,,,,,,,,,,,,,,,,,,,,
21706,Villotte-sur-Ource,51,110.5,21440.5128205128,,,,,,,,,,,,,,,,,,,,,,,,
21707,Villy-en-Auxois,98,191.5,18001.9047619048,,,,,,,,,,,,,,,,,,,,,,,,
21708,Villy-le-Moutier,128,337,22600,,,,,,,,,,,,,,,,,,,,,,,,
21709,Viserny,85,174,21473.2,,,,,,,,,,,,,,,,,,,,,,,,
21710,Vitteaux,422,874.5,18775.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
21711,Vix,51,121,20101.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
21712,Volnay,117,255,24623.8461538462,,,,,,,,,,,,,,,,,,,,,,,,
21713,Vonges,142,350,19969.6,,,,,,,,,,,,,,,,,,,,,,,,
21714,Vosne-Romanée,166,363,28117.1428571429,,,,,,,,,,,,,,,,,,,,,,,,
21715,Voudenay,93,190.5,18356.1538461538,,,,,,,,,,,,,,,,,,,,,,,,
21716,Vougeot,75,183,24814.4444444444,,,,,,,,,,,,,,,,,,,,,,,,
21717,Voulaines-les-Templiers,126,292,18136.0714285714,,,,,,,,,,,,,,,,,,,,,,,,
22001,Allineuc,225,577.5,19870.4761904762,,,,,,,,,,,,,,,,,,,,,,,,
22002,Andel,433,1149,20962.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
22003,Aucaleuc,361,970,20448,,,,,,,,,,,,,,,,,,,,,,,,
22004,Bégard,2119,4656,19393.3333333333,43,13,,,,,,,7,29,60.4,52.9,2.7,4.8,39.2,7.3,6.5,2.5,2.4,1.6,-13.4,11472,30860,2.69002789400279
22005,Belle-Isle-en-Terre,482,955.5,17480.3846153846,,,,,,,,,,,,,,,,,,,,,,,,
22006,Berhet,98,266,17268.75,,,,,,,,,,,,,,,,,,,,,,,,
22008,Bobital,454,1163,21353.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
22009,Le Bodéo,77,156,18354,,,,,,,,,,,,,,,,,,,,,,,,
22011,Boqueho,412,1078,19467.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
22012,La Bouillie,365,891,19878,,,,,,,,,,,,,,,,,,,,,,,,
22013,Bourbriac,1012,2236.5,18692.6666666667,37,16,,,,,,,,,60.4,46.5,2.7,11.2,37.2,9.9,5.8,2.4,2,1.4,-13.3,11140.6666666667,30208.6666666667,2.7115672311651
22014,Bourseul,430,1101,19750.7692307692,,,,,,,,,,,,,,,,,,,,,,,,
22015,Bréhand,671,1677,20612,,,,,,,,,,,,,,,,,,,,,,,,
22016,Île-de-Bréhat,165,332,23158,,,,,,,,,,,,,,,,,,,,,,,,
22018,Brélidy,139,286,19490.5952380952,,,,,,,,,,,,,,,,,,,,,,,,
22019,Bringolo,188,478,20506.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
22020,Broons,1181,2632,19594.4,41,12,,,,,,,,,62.5,53.8,2.6,6.1,35,10.6,5.9,2.4,1.9,1.5,-14,11934.4444444444,31178,2.61243832045433
22021,Brusvily,481,1187,19160.9523809524,,,,,,,,,,,,,,,,,,,,,,,,
22023,Bulat-Pestivien,183,397,17143.8888888889,,,,,,,,,,,,,,,,,,,,,,,,
22024,Calanhel,105,218,15708,,,,,,,,,,,,,,,,,,,,,,,,
22025,Callac,1107,2067,18004,38,19,,,,,,,14,,44,32.4,2.4,9.2,52.8,10,6,1.7,2.8,1.6,-12.8,10038,29157,2.90466228332337
22026,Calorguen,290,713,19174.4444444444,,,,,,,,,,,,,,,,,,,,,,,,
22027,Le Cambout,205,427.5,18616,,,,,,,,,,,,,,,,,,,,,,,,
22028,Camlez,359,849.5,19715,,,,,,,,,,,,,,,,,,,,,,,,
22029,Canihuel,161,338,18350.5,,,,,,,,,,,,,,,,,,,,,,,,
22030,Caouënnec-Lanvézéac,349,887,20500,,,,,,,,,,,,,,,,,,,,,,,,
22031,Carnoët,316,648,17320.8,,,,,,,,,,,,,,,,,,,,,,,,
22032,Caulnes,1046,2368,20104,43,10,,,,,,,,,64.1,54.6,2.9,6.6,34.7,9.5,5.1,2.7,1.4,1.1,-13.4,12518.125,30374,2.42640171750961
22033,Caurel,187,367.5,19130,,,,,,,,,,,,,,,,,,,,,,,,
22034,Cavan,620,1505,20388,,,,,,,,,,,,,,,,,,,,,,,,
22035,Les Champs-Géraux,434,1039,20302.5,,,,,,,,,,,,,,,,,,,,,,,,
22036,La Chapelle-Blanche,79,218.5,20310.8695652174,,,,,,,,,,,,,,,,,,,,,,,,
22037,La Chapelle-Neuve,179,367.5,15310.5,,,,,,,,,,,,,,,,,,,,,,,,
22039,La Chèze,278,572,17777.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
22040,Coadout,223,566,20348.4615384615,,,,,,,,,,,,,,,,,,,,,,,,
22041,Coatascorn,100,249.5,17648.0952380952,,,,,,,,,,,,,,,,,,,,,,,,
22042,Coatréven,211,514.5,19708.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
22043,Coëtlogon,103,209,17506.875,,,,,,,,,,,,,,,,,,,,,,,,
22044,Coëtmieux,670,1832,21571.7777777778,,,,,,,,,,,,,,,,,,,,,,,,
22045,Cohiniac,166,369.5,21307.6190476191,,,,,,,,,,,,,,,,,,,,,,,,
22046,Le Mené,2670,6150.5,19085.5555555556,43,15,,,17,,,,12,25,66,54,2.8,9.1,33.1,8,5.8,2.7,1.8,1.2,-12.9,11032.5,29405.3333333333,2.66533726112244
22047,Corlay,428,894,18708,,,,,,,,,,,,,,,,,,,,,,,,
22048,Corseul,906,2136.5,19854.2857142857,48,11,,,,,,,,,66,55.8,3.4,6.7,33.1,9.3,5.3,2.4,1.7,1.1,-13.7,12408.6666666667,31434,2.53322946327835
22049,Créhen,650,1536,20188,,,,,,,,,,,,,,,,,,,,,,,,
22050,Dinan,7020,13369.5,20925,47,15,30,21,20,14,9,,5,28,61.2,50.8,3.2,7.2,37.9,11.5,6.3,1.5,2.8,2,-16.9,10885.6,38746.6666666667,3.55944244384018
22052,Duault,159,357.5,18406.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
22053,Éréac,287,646.5,17833.0769230769,,,,,,,,,,,,,,,,,,,,,,,,
22054,Erquy,2060,3942,22278,56,10,,,,,,,6,,44.1,33.9,2.2,8.1,56.4,13.8,2.4,1,0.9,0.6,-16.7,12624,38780,3.07192648922687
22055,Binic-Étables-sur-Mer,3395,7047.5,23100.5,58,9,,,,,,,5,21,55.8,46.6,2.6,6.6,47.9,10.8,3,1.3,0.9,0.8,-17.5,12968.5,40166.6666666667,3.09724846101451
22056,Évran,718,1668.5,19203.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
22057,Le Faouët,167,384,17729.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
22059,Le Foeil,535,1476,20086.0869565217,,,,,,,,,,,,,,,,,,,,,,,,
22060,Gausson,262,634,19313.5,,,,,,,,,,,,,,,,,,,,,,,,
22061,Glomel,672,1433.5,18125,,,,,,,,,,,,,,,,,,,,,,,,
22062,Gomené,229,513.5,19824,,,,,,,,,,,,,,,,,,,,,,,,
22063,Gommenec'h,229,544,18922,,,,,,,,,,,,,,,,,,,,,,,,
22064,Gouarec,299,589.5,18742,,,,,,,,,,,,,,,,,,,,,,,,
22065,Goudelin,735,1792.5,19576.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
22067,Grâces,1115,2523.5,20553,50,13,,,,,,,,,61,54.4,2.1,4.4,40.3,9.4,4.7,2.1,1.5,1,-15.4,11637,33548.6666666667,2.88293088138409
22068,Grâce-Uzel,179,422.5,18715.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
22069,Guenroc,102,217.5,20175.2380952381,,,,,,,,,,,,,,,,,,,,,,,,
22070,Guingamp,3463,6240.5,16489,32,27,40,38,33,27,,,11,39,55.9,47.1,3.8,5,36.4,8.2,12.5,2.6,5.8,4,-13,9326.92307692308,30256,3.24394226804124
22071,Guitté,280,704.5,19082.3076923077,,,,,,,,,,,,,,,,,,,,,,,,
22072,Gurunhuel,177,415,17941.2,,,,,,,,,,,,,,,,,,,,,,,,
22073,La Harmoye,163,382.5,18478,,,,,,,,,,,,,,,,,,,,,,,,
22074,Le Haut-Corlay,292,659.5,19884.1666666667,,,,,,,,,,,,,,,,,,,,,,,,
22075,Hémonstoir,296,677,18950.5833333333,,,,,,,,,,,,,,,,,,,,,,,,
22076,Hénanbihen,601,1426.5,19668,,,,,,,,,,,,,,,,,,,,,,,,
22077,Hénansal,457,1168.5,20011.4285714286,,,,,,,,,,,,,,,,,,,,,,,,
22079,Hénon,901,2264,19974,43,10,,,,,,,,,74.5,64.6,3.4,6.5,25.1,8.5,5.5,3.3,1.2,1,-13.6,12373.6842105263,29273.3333333333,2.36577342974621
22081,Hillion,1756,4168.5,21807.7777777778,56,7,,,,,,,,,69.5,58.9,2.4,8.2,34.7,8.5,3.6,2,0.9,0.7,-16.3,13379.375,35537.6666666667,2.65615297176936
22082,Le Hinglé,372,900,20865,,,,,,,,,,,,,,,,,,,,,,,,
22083,Illifaut,295,650,18840.8695652174,,,,,,,,,,,,,,,,,,,,,,,,
22084,Jugon-les-Lacs - Commune nouvelle,991,2431,20269.7777777778,42,11,,,,,,,,,71.8,60.4,3.2,8.2,26.7,9,5.6,3.2,1.3,1.1,-13.1,12167.3913043478,31172.8571428571,2.56200005104775
22085,Kerbors,149,306,22208.5,,,,,,,,,,,,,,,,,,,,,,,,
22086,Kerfot,286,643.5,20522.380952381,,,,,,,,,,,,,,,,,,,,,,,,
22087,Kergrist-Moëlou,278,619.5,17965.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
22088,Kerien,110,236.5,16914.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
22090,Kermaria-Sulard,433,1040,20368.4444444444,,,,,,,,,,,,,,,,,,,,,,,,
22091,Kermoroc'h,169,460.5,17990.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
22092,Kerpert,128,278,16423.8709677419,,,,,,,,,,,,,,,,,,,,,,,,
22093,Lamballe-Armor,7441,16716.5,20932.6666666667,51,10,,10,12,9,,,5,22,70.5,60.3,2.9,7.3,31.3,9.8,4.5,2,1.3,1.1,-16.1,12580.9523809524,34658.5,2.75483913701741
22094,Lancieux,785,1640,23747.7142857143,,,,,,,,,,,,,,,,,,,,,,,,
22095,Landebaëron,83,181,18084.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
22096,Landébia,206,475.5,18575.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
22097,La Landec,269,709.5,20266.1904761905,,,,,,,,,,,,,,,,,,,,,,,,
22098,Landéhen,531,1388.5,20880,,,,,,,,,,,,,,,,,,,,,,,,
22099,Lanfains,427,1121,19431.25,,,,,,,,,,,,,,,,,,,,,,,,
22101,Langoat,490,1164,19116.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
22103,Langrolay-sur-Rance,388,929.5,22520.4347826087,,,,,,,,,,,,,,,,,,,,,,,,
22104,Languédias,213,468,18213.5,,,,,,,,,,,,,,,,,,,,,,,,
22105,Languenan,473,1198.5,19501.9047619048,,,,,,,,,,,,,,,,,,,,,,,,
22106,Langueux,3394,7662,21781.3333333333,57,9,,,13,,,,5,21,72.9,64.1,2.7,6,30.9,9.1,4.5,2,1.4,1.2,-17.4,12800.4761904762,36795.2380952381,2.8745210371638
22107,Bon Repos sur Blavet,592,1195,18735.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
